root;features;query_products_count;first_product_decada_profit;ten_product_decada_profit;products_with_sales;avg_price_prev_period;avg_price_period;profit_prev_period;profit_period;sellers;sellers_with_sales;sales_period
грунт;эпоксидный;17;7062;0;4;805;957;21620;30909;8;3;24
грунт;красный;60;13851;0;7;379;416;868;26376;19;6;97
компрессор;автомобильный,двухцилиндровый;34;2476;0;1;2785;2709;2476;2476;1;1;1
лак;автомобильный;14;63920;0;2;199;167;2897;67451;5;1;185
металлик;универсальный;106;17523;2324;12;29;23;750;31251;5;2;109
обезжириватель;универсальный;20;12376;0;4;48;36;0;19943;14;3;57
эмаль;термостойкий;86;158852;10089;28;56;29;2486;198579;23;8;404
краска;красный;91;93902;3822;21;227;142;54140;110169;45;12;100
краска;акриловый,аэрозольный,глянцевый,матовый;20;5580;0;5;76;71;7130;0;1;1;0
краска;универсальный;227;18336;3707;28;38;30;41320;18131;22;10;50
набор;разный;127;52394;6798;43;395;429;264686;497306;64;23;1145
краска;акриловый,универсальный;39;3168;0;6;127;89;31973;4270;8;4;13
резина;жидкий;97;1848;0;8;86;98;553;3519;8;3;9
краска;белый,матовый;52;31125;1550;14;21;5;0;1764;22;7;6
эмаль;бытовой;12;6878;0;4;67;63;4260;6222;5;2;17
грунт;аэрозольный;15;782;0;2;28;26;405;796;11;2;2
эмаль;алкидный,универсальный;93;76077;6848;35;11;11;1255;6563;10;2;16
краска;автомобильный,аэрозольный;19;762;0;2;208;371;3636;416;4;2;1
алкидная;универсальный;10;49375;0;1;0;39;0;50023;2;1;125
эмаль;аэрозольный;199;184260;3132;31;23;24;37000;78251;20;9;241
эмаль;декоративный;134;3633;0;5;14;18;2464;6300;17;3;13
эмаль;акриловый,белый;46;32309248;5940;20;38;87;1768;11771;20;10;7
эмаль;автомобильный,ремонтный;163;7974;0;5;65;73;3148;9165;1;1;22
насос;автомобильный;201;44787680;203644;85;838;1121;64600804;3290012;94;42;1906
чехол;автомобильный,универсальный;73;22133506;29200;30;1079;1424;28079003;328984;17;7;150
щётка;телескопический;74;900000;8534;26;414;497;1442486;460182;45;22;474
домкрат;ромбический;60;1383455;4356;22;510;504;1586947;1027893;30;13;620
воронка;автомобильный;34;244200;840;15;153;169;224273;255677;23;10;1100
пылесос;автомобильный,ручной;106;1458000;65824;54;932;1001;2473571;2266884;70;35;1457
держатель;гибкий;291;423576;46116;107;468;530;867893;834841;103;55;1963
держатель;автомобильный,чёрный;49;407184;416;11;837;531;67550;412080;20;7;1010
коврик;-,2006,2011;109;1861860;0;8;1562;2021;27648;1982526;18;6;1053
автоковрики;-,2018;38;2661000;0;2;206;198;0;4708000;4;1;2000
коврик;-,2011,2018;172;1860000;0;8;858;1216;207944;3736016;26;7;1999
коврик;-,2004,2015,i;14;2821000;0;1;174;1057;0;2821000;3;1;1000
автоковрики;-,2003,2010;16;4254000;0;1;281;273;0;4254000;2;1;1000
автоковрики;-,2014;50;3685000;0;2;310;295;0;7347890;3;1;1994
автоковрики;-,2006,2011;11;4254000;0;1;409;398;0;4254000;3;1;1000
коврик;-,2002,2008;176;1860000;0;9;718;1113;23295;2142600;19;5;1059
знак;восклицательный;12;795872;0;3;135;113;4170;793426;9;3;3797
наклейка;3d,объёмный;10;275000;0;3;149;266;0;821975;1;1;2989
наклейка;автомобильный,виниловый;21;308691;0;6;253;261;0;1567248;4;1;5072
наклейка;белый,чёрный;19;152810;0;4;144;119;1412;152344;10;4;824
наклейка;белый;130;152810;1152;29;174;174;206603;365873;55;18;1692
ключ;баллонный,крестовой;44;744920;12024;23;673;581;1215505;1683483;22;12;3189
набор;ремонтный;17;2951172;0;6;901;1198;1361648;2299296;10;5;1275
набор;тормозной;131;1117342;166950;43;1621;2158;438552;2552886;31;13;1862
ключ;свечной,трубчатый;30;218155;3318;19;167;215;294279;625073;10;7;2342
инструмент;автомобильный;11;13540800;0;6;2294;2296;13542234;185657;5;3;57
съёмник;воздушный;11;158224;0;8;335;446;112215;307656;2;1;816
съёмник;масляный,цепной;34;335600;7668;12;1060;1387;115507;610897;23;10;906
пистолет;высокий;33;1892800;732;10;2020;2492;3549157;498845;16;6;94
шланг;поливочный,садовый;47;266400;0;5;731;726;3207;535264;25;2;453
шланг;пневматический,спиральный;31;293600;4432;15;1383;3467;21372;386433;10;8;225
мойка;высокий,садовый;11;952817;0;8;6848;6758;4617342;465403;3;2;61
фильтр;тонкий;64;537120;0;9;618;781;231578;953499;38;8;221
минимойка;высокий;17;3401055;0;9;11583;12355;5008959;3712022;6;5;155
аппарат;высокий;39;1140678;35490;22;13709;14033;1661144;2036250;9;7;246
стартер;редукторный;11;384450;0;3;3214;4949;334290;638817;7;3;95
устройство;пусковой;85;599872;70110;20;3090;2808;280854;2051339;37;9;381
ручка;пластиковый;169;8496;2565;48;88;337;8041;34963;61;28;187
стартер;ручной;196;125615;12884;31;1419;1143;256513;137128;35;11;88
планка;проушиной;11;1881873;277;10;352;360;468;1948589;1;1;3527
съёмник;топливный;72;2592810;8244;31;1119;2405;71244;2995216;18;12;3329
палец;поршневой;18;447744;0;8;494;538;0;521741;6;2;2381
колесо;поворотный;64;1104000;1710;21;430;390;11487;2150009;25;12;4422
переключатель;трехпозиционный;13;1439424;8660;11;1091;1649;327682;3258605;2;2;3011
колпачок;защитный;46;333468;698;16;303;312;15150;319816;19;6;1124
скоба;винтовой,такелажный;11;156232;0;8;330;333;0;391994;2;1;1438
gto;крутой;23;1047412;3918;11;1165;1164;628812;1403852;3;3;1064
гравити;графический;82;293184;14700;46;551;555;399560;738331;2;2;1435
гуль;токийский;126;400856;46280;43;732;783;604890;1383553;12;7;1869
земля;трефовый;24;600946;22680;16;1168;1198;861073;1750514;5;4;1203
земля;червовый;25;663060;22503;14;1430;1577;724632;1438866;4;2;864
рыцарь;лунный;38;109944;97194;27;393;439;22015;2057854;2;2;5567
атлас;физический;11;1983520;0;4;993;1624;0;7763569;9;3;12914
разработка;поурочный,русский;13;1122940;0;6;168;203;2380400;1126592;1;1;4324
огэ;типовой;31;1715700;15510;13;321;294;3743743;4326358;3;2;9051
разработка;поурочный;92;1122940;1808;30;236;233;2394939;2701001;2;1;8089
математика;3-й;27;2228560;0;4;263;286;7421;2560537;7;2;2626
история;всеобщий;121;549380;799;16;895;841;565249;24539;24;4;45
фгос;английский;23;790335;6650;12;678;666;1004;1503991;6;6;2129
математика;рабочий;203;353248;3780;31;158;190;187827;345433;30;12;1251
егэ;типовой;32;802384;2160;13;278;297;1469507;1877606;4;2;4008
огэ;типовой,экзаменационный;17;1400670;0;9;313;419;2554023;2932428;2;1;6116
сольфеджио;рабочий;20;204800;516;12;122;117;32434;175253;6;3;911
теория;общий;23;2348000;0;2;906;879;0;2248852;14;2;1002
человек;богатый,самый;32;490692;17568;18;440;545;1202662;1333332;9;5;3880
папа;бедный,богатый;21;274836;0;6;362;367;382869;546152;9;1;945
навык;высокоэффективный;16;219856;0;4;565;300;166257;231771;4;2;586
путь;финансовый;10;145550;0;2;272;377;95516;141402;5;1;199
книга;красный;40;376938;0;3;256;471;128752;307264;11;2;313
sapiens;краткий;13;253080;0;7;717;1017;113264;351923;2;2;533
правило;английский;19;67404;383;11;234;272;78122;106383;12;7;446
книга;новогодний;60;50490;0;8;7;7;16514;40858;25;4;161
энциклопедия;больший;190;50484;3192;21;195;274;40500;137271;30;9;127
энциклопедия;современный;37;18648;0;3;102;114;7987;18293;14;1;70
камень;красный;25;38528;0;4;2122;2106;9670;40515;11;4;92
кровь;обратный;12;7704;0;7;562;636;6340;15102;3;2;34
критика;чистый;28;7192;924;11;656;593;6159;18515;6;3;64
письмо;нравственный;14;8352;0;7;567;559;7298;12803;3;3;38
остров;таинственный;30;2353;0;4;111;118;0;1248;15;4;8
тренируй;японский;14;1476;0;2;63;449;0;2061;1;1;5
красный;красный,чёрный;33;4525;0;6;1081;944;303;1074;15;5;5
книга;английский;66;220200;672;18;545;499;9795;266041;31;9;210
азбука;первый;33;51639336;0;6;345;366;51644249;13998;18;6;45
плакат;интерактивный;81;505920;5941;30;417;380;1564848;2542852;40;12;3621
плакат;звуковой;167;281556;5434;90;536;733;452706;852449;24;10;1906
пособие;наглядный;18;109340;0;3;45;93;26876;149016;6;2;629
плакат;настенный,новогодний;35;55200;8295;32;271;263;121067;289829;3;3;999
скретч;скретч;48;254464;23522;33;916;889;214463;946087;9;6;1245
набор;начальный;20;55311;0;5;211;303;79995;105021;15;3;219
плакат;настенный;177;55200;18960;130;209;223;283816;537965;17;11;1841
плакат;русский;105;32470;10489;60;259;288;82252;113386;37;22;495
магистр;дьявольский;13;65340;0;8;1257;808;138969;77931;3;1;42
набор;корейский,подарочный;200;197728;25650;66;1207;1434;338486;725965;91;44;919
рубль;юбилейный;15;3717;0;4;134;231;5049;9166;5;3;21
монета;коллекционный;28;7800;528;10;167;150;15847;17794;13;5;55
библия;кожаный;17;109950;0;2;4100;4378;29668;103838;7;1;7
книга;подарочный;122;1782;502;12;17213;17740;3678;59870;23;7;6
сказка;хороший;123;74036;1347;20;62;54;4409;8998;27;9;36
евангелие;русский;13;9288;0;1;119;119;4644;6192;9;1;4
молитва;православный;12;7310;0;1;382;627;4386;4386;8;1;3
сказка;музыкальный;10;72716;0;6;243;245;19406;73913;6;2;219
-;женский;271;3071790;139922;51;682;765;1627166;3817760;87;29;5234
кольцо;обручальный,ювелирный;153;1291680;17610;36;5747;3360;1027829;352294;52;9;326
дорожка;женский,золотой;22;3404578;24192;12;5909;5964;183442;10110750;10;7;1513
дорожка;женский;132;3404578;6552;74;1981;2040;536499;10872515;41;28;2554
кольцо;двойной,женский;31;784336;2296;14;1512;1650;49903;879687;22;11;688
кольцо;женский,широкий;235;931500;12453;107;1456;1566;1482450;2864676;71;38;1153
проба;женский,золотой;158;2023808;285876;61;13826;14050;12395702;5557606;26;16;706
пусеты;женский;67;617658;7512;31;2632;1538;850323;2133011;36;15;2326
серьга;одиночный;194;354521;51150;90;905;935;603167;2475184;39;21;3817
серьга;длинный,позолоченные;21;561393;2600;14;1304;1386;156354;581121;13;9;544
серьга;алмазный,серебряный;13;280602;0;3;497;508;35172;311409;2;1;279
серьга;длинный,золотой;134;807534;98884;82;6493;8453;869313;2194489;42;20;1521
серьга;детский,серебряный;168;181305;12141;52;552;507;275368;544604;36;17;588
браслет;классический,мужской,серебряный;52;576972;62781;12;33820;33822;449102;1261218;3;2;1208
браслет;мужской,серебряный;254;576972;241178;122;10849;11010;2033373;6111802;56;34;3393
подвеска;мусульманский;96;157885;9984;46;748;872;131532;277999;35;18;488
крестик;женский,мужской,православный,серебряный;16;252339;5252;15;1016;1067;118407;278792;4;4;269
шарм;женский,ювелирный;190;105248;45344;153;602;662;506695;1248069;1;1;1925
подвеска;именной;73;93002;1147;10;509;575;23509;67614;9;5;126
крестик;детский,серебряный;79;74550;8888;52;1295;1263;155160;352673;16;12;478
крестик;женский,серебряный;125;252339;14014;83;1447;1417;281625;796215;16;12;823
подвеска;женский,золотой;143;756864;6615;58;3718;3642;287024;1581268;34;22;450
цепь;двойной;71;3697866;36936;26;2384;2957;1255864;3632863;33;10;5897
цепь;якорный;36;1556694;1365;22;4493;5136;1950760;1912939;17;10;2528
цепь;панцирный;34;691296;1384;15;1939;1846;778329;1848218;14;4;2001
подвеска;новый;35;301112;7336;21;516;665;253572;445083;17;9;738
цепь;ювелирный;138;175500;27769;41;7794;18853;536900;981877;34;14;798
цепочка;мужской,ювелирный;24;487878;0;8;6635;6441;220128;515511;13;8;296
подвеска;мужской,серебряный;16;1188735;6616;12;1852;1913;408415;1041152;12;9;281
цепь;ручной;43;2301696;122438;24;6151;8552;1687683;2650721;8;4;786
цепочка;двойной,серебряный;71;239338;7420;42;1326;1670;211374;571049;16;9;630
цепочка;серебряный,якорный;65;90360;15570;39;910;952;86673;275387;13;10;465
шнурок;каучуковый;43;183540;5544;25;1486;1479;70510;350728;14;11;470
броши;серебряный,ювелирный;48;50220;0;5;340;229;18217;39268;15;4;84
булавка;ювелирный;128;40500;4411;38;1171;1122;40057;168257;19;9;334
брошь;женский,золотой;36;170181;0;4;25521;25130;75136;118790;15;4;76
булавка;детский;20;46800;469;12;1370;1206;50265;115006;12;8;156
брошь;кленовый;23;177324;0;7;611;600;61705;138904;12;7;42
брошь;женский,новогодний;19;54145;698;13;2265;2417;22030;53564;11;7;71
перо;женский;24;169604;1188;15;2059;1902;1102896;636895;13;10;271
пирсинг;золотой;115;280738;4963;54;1790;1903;240541;583299;14;10;574
пирсинг;серебряный;41;24650;570;13;891;894;18330;31946;12;5;71
пирсинг;прозрачный;13;11880;0;6;440;425;3780;17002;8;5;29
золото;золотой;53;49880;8153;11;15620;11008;58174;140105;15;4;50
час;ювелирный;147;825282255;29434;33;12020;13176;825427457;748918;15;6;53
час;женский,наручный,серебряный;31;82192;0;8;15333;12886;134935;137159;4;1;12
час;серебряный;182;82192;67700;69;13494;13967;506351;1788377;8;3;139
час;женский,наручный,ювелирный;15;51264;0;8;12832;12332;57335;142943;4;2;14
час;женский,серебряный;66;82192;10125;24;11984;11029;286030;575259;6;2;54
замок;серебряный;20;18468;0;5;95;384;14622;22827;8;2;82
замок;ювелирный;41;3366;460;18;1098;1532;9985;28931;6;6;36
комплект;ювелирный;71;5454;0;8;6649;6626;748250;34900;16;2;14
запонка;серебряный;25;14384;0;5;2220;2268;9147;45055;13;4;20
зажим;серебряный;34;16200;0;8;4445;4474;16728;33861;15;7;31
четки;мусульманский,серебряный;13;8508;0;4;6025;5466;26128;12876;5;3;3
четки;ювелирный;17;3218;0;2;1885;1549;0;5364;5;2;3
четки;мусульманский,серебряный,серебряный;13;8508;0;4;6025;5466;26128;12876;5;3;3
четки;серебряный;17;8508;0;4;6064;5623;26128;12876;5;3;3
чётки;православный;29;12176;0;5;1056;1047;204;15013;9;2;22
монета;серебряный;42;107352;1376;17;1582;1695;71773;169553;10;5;221
цвет;синий;80;106830;366;17;1376;1568;16965;144631;47;13;189
ручка;серебряный;23;282510;0;3;866;2426;100684;249357;11;3;68
сувенир;серебряный,ювелирный;15;13674;0;2;1427;1389;3434;15944;5;1;56
подвеска;2023;12;31668;0;4;303;285;21653;34662;9;4;46
кольцо;обручальный,парный;88;630665;33880;64;3010;3075;742406;1655924;19;14;1106
цепочка;золотой,ювелирный;198;642334;118164;123;15896;15766;2064468;13495293;13;7;778
серьга;длинный,женский,серебряный;34;242144;2736;11;948;753;84372;266102;19;9;199
кольцо;золотой,обручальный;165;149985;163744;103;6460;6886;2192847;2456585;32;17;1163
кольцо;керамический,ювелирный;30;16128;0;7;1720;144;19064;36062;3;2;52
кольцо;гладкий,керамический;28;29904;3652;24;458;3562;52659;88262;4;3;260
кольцо;белый,женский,керамический;13;16650;3072;11;599;476;34604;79166;4;2;154
кольцо;гранёный,керамический;32;85306;3480;25;446;529;73623;173436;4;3;422
кольцо;чёрный;258;87840;16650;110;2463;2573;700231;1210592;105;54;1123
средство;серебряный;15;79268;0;7;316;343;28012;76255;5;4;268
уменьшитель;силиконовый;11;25480;0;7;200;202;46953;107209;8;4;521
средство;ювелирный;11;27224;0;8;938;944;23222;55256;7;6;220
паста;полировальный;53;12348;1890;20;120;111;23557;49666;20;9;312
инструмент;ювелирный;18;19635;0;7;777;713;21238;26343;9;5;77
замок;винтовый;24;20922;1526;18;451;386;36878;62444;1;1;202
набор;ювелирный;47;16740;4500;22;1485;1520;58202;143953;19;11;192
воздуховод;гибкий;295;3624321;359637;73;758;1041;557268;12018181;30;17;13263
вентилятор;бытовой,вытяжной;22;211288;7968;14;1246;1037;651058;414899;8;4;571
вентилятор;вытяжной,осевой;196;263263;69024;108;2290;2444;1755610;2922519;25;9;1965
соединитель;угловой;55;100330;0;5;360;867;306433;54475;9;2;126
воздуховод;круглый;121;99788;3008;34;1428;2250;390528;262820;6;2;466
колено;горизонтальный;37;99170;3365;21;776;739;70151;149719;6;3;310
отвод;вентиляционный;70;89540;23112;19;186;191;138752;324810;15;4;609
колено;вертикальный;16;70811;0;9;293;241;67104;61241;5;2;157
вентилятор;ванный,вытяжной;38;103586;1346;15;1537;1619;132754;150677;4;2;162
решётка;вытяжной;203;67554;5500;22;745;1787;276671;201999;9;5;397
вентилятор;вытяжной,канальный;105;92852;16864;39;3658;3719;648092;762011;24;12;548
дом;сборный;27;7384827;0;7;1673;1431;8407717;37919;16;7;12
точилка;электрический;267;590031;58548;116;2025;1791;5110903;9372900;106;47;4230
беседка;садовый;15;21648;0;2;4150;2484;14680;22333;8;2;5
кресло;туристический;126;4773860;14784;45;3736;4044;2556601;5770361;39;20;1041
витамины;беременный;23;7807725;847;10;1178;1295;565479;7989350;18;9;6047
омега-3;тройной;11;4303270;0;3;2792;1931;1324637;4112311;4;3;3145
масло;чёрный;242;758043;11438;78;512;536;629369;1511350;134;55;4155
витамин;шипучий;77;1137576;6720;48;404;462;740067;1592601;33;20;4329
коллаген;пептидный;32;1274467;45844;23;1058;1124;2545726;6473632;10;7;8839
кислота;липоевая;107;1001034;65760;58;1065;1078;1006394;2155604;46;31;6029
добавка;активный;89;2401828;55975;42;930;879;1507726;4435015;43;18;3172
кислота;аскорбиновый;145;434627;4536;34;104;120;312669;749894;41;23;3218
таблетка;хлорный;157;93190770;18480;62;757;824;93599480;1020836;55;31;2244
увлажнитель;портативный,ультразвуковой;75;3094000;7956;45;343;458;96759;3256415;34;22;7212
спирт;изопропиловый;71;461745;46068;55;650;733;38325750;2292613;21;18;5268
средство;дезинфицирующий,хлорный;18;125748;2550;11;467;475;659336;110619;11;7;230
спрей;гигиенический;12;390600;0;4;484;519;193596;470435;8;3;1078
тмин;чёрный;86;9094540;7680;29;428;395;10067681;754643;55;22;1041
карамель;солёный;44;2216558;1644;14;362;323;91376;118420;34;12;225
лецитин;подсолнечный;70;3388672;37950;44;1132;1085;906846;4497679;17;12;2582
маска;защитный,медицинский,многоразовый;52;484704;1086;19;234;243;20957;486565;20;6;1690
маска;защитный,медицинский,одноразовый;151;83000;57135;93;410;444;720621;1326386;47;25;6418
маска;лицевой;67;38628;515;13;408;368;42919;51692;25;8;822
маска;одноразовый,чёрный;82;249312;4644;36;412;377;194161;665729;31;20;2443
маска;многоразовый,чёрный;96;106480;1125;31;240;248;9861;127203;51;20;610
маска;защитный,одноразовый;264;83000;99484;134;384;395;843557;1615125;92;42;7750
маска;медицинский,одноразовый,чёрный;57;57717;3285;24;402;410;92012;229238;21;15;1022
маска;гигиенический,многоразовый;90;15360;167;20;298;303;3087;20582;38;11;286
маска;защитный,многоразовый,тканевый;84;49203;1269;37;264;267;47780;107149;20;10;542
лейкопластырь;бактерицидный;83;4515525;6771;35;249;295;255605;8865203;29;10;45929
лейкопластырь;медицинский;36;6645628;306;16;241;179;53962;6855615;21;11;23152
писсуар;детский;52;5863827;7893;24;570;650;53703;6023363;22;10;5195
бахилы;одноразовый,прочный;15;694602;427;10;389;308;95452;1026887;7;5;5806
шприц;одноразовый;48;1931949;192;11;729;576;1309135;3058774;9;5;5070
термометр;кулинарный,электронный;12;1190319;0;4;518;498;634859;1250590;12;4;4078
тонометр;автоматический,электронный;96;3191382;66840;37;1188;1460;1504396;7013140;50;17;5422
термометр;детский;111;1793440;14800;37;600;603;157660;1874547;43;17;1934
тонометр;медицинский;68;9340000;34830;36;1564;1949;10863780;4735474;24;13;3014
рециркулятор;бактерицидный;247;4271760;1799304;82;4195;5159;28750438;14237423;86;27;5199
баллон;кислородный;11;335002;0;6;527;475;2106;338758;6;4;1010
тонометр;механический;163;2057876;46155;76;988;1411;4065258;943795;18;14;928
термометр;безртутный,медицинский;23;240777;1512;19;520;485;292235;350810;9;7;1174
ингалятор;компрессорный;209;8102900;299112;92;2217;2892;2693499;15352256;35;24;10057
электрический;электрический;51;36634065;3604;13;2773;2853;36713374;303303;30;8;90
пистолет;массажный;178;88210110;89712;63;2123;2478;98990211;3006943;79;27;1877
массажёр;ударный,электрический;26;101710320;0;8;974;1025;127181740;139587;19;7;83
чесалка;телескопический;31;4393312;1115;14;208;264;107857;3985257;18;9;19741
тапочки;акупунктурные,массажный;28;8000000;5588;13;863;1413;9939238;1634480;18;11;1279
подушка;массажный,электрический;60;6847260;3845;19;1035;1211;187040;7281634;42;13;5209
кресло;массажный;18;187582948;0;5;23950;10357;101699720;299424031;11;4;6148
аппликатор;игольчатый;145;679104;76968;95;1103;1199;1127003;4368597;31;13;8561
раствор;контактный;180;459292;14160;48;107;112;1101400;1648491;40;24;2789
линза;контактный,цветной,яркий;34;516041;2125;23;257;285;416505;398803;5;5;821
сетка;белый;106;769500;488;20;414;870;900497;223367;45;14;156
линза;серый,цветной;201;628155;11892;55;493;595;1013178;1614361;15;11;1719
раствор;пероксидный;14;1189760;2842;10;604;463;1204542;809739;4;4;513
линза;контактный,серый,цветной;173;603060;4084;43;499;624;347401;391079;12;9;312
ремень;военный,тактический,текстильный;21;6370000;637000;20;629;655;8296;70510620;3;2;99012
матрас;противопролежневый;103;16477020;20160;48;4540;4383;864870;17698224;32;18;4271
подушка;ортопедический,противопролежневый;16;2032000;1910;10;1721;1542;68458;6002022;13;9;5536
кресло;санитарный;44;3196800;23094;11;5555;5301;3842882;8419317;13;5;2497
трость;опорный,пожилой;43;1255000;9342;16;1538;1555;36485;2087722;13;10;1615
изделие;сувенирный;20;4496242;0;5;2752;3068;11804;12700176;7;3;2950
трость;опорный;201;1255000;18802;82;1507;1586;233981;3335417;56;30;3292
ходунок;складный;35;2058255;5786;18;4062;4428;1249489;2559185;14;8;955
аппарат;пожилой,слуховой;172;350700;68943;98;1611;1615;1016312;3456268;30;21;2585
трость;опорный,пожилой,складный;15;727500;0;8;1126;1040;18143;787378;6;4;567
бандаж;брюшной;122;661752;52400;39;2412;2474;530639;1835924;26;16;809
жир;барсучий;103;868296;28595;62;381;554;271575;2159880;42;28;3329
жир;сурковый;11;469938;0;9;306;521;10082;501771;7;5;1002
сироп;сосновый;44;431480;3892;19;374;371;36439;496830;21;11;1150
бальзам;безалкогольный;232;99000;11058;168;390;391;377195;835986;30;21;2236
паста;безопасный,зубной;23;47185200;0;5;218;487;52447891;30704;11;5;63
насадка;детский,зубной,электрический;17;432761;513;11;455;496;419463;47705;11;7;175
бумага;офисный;105;42526273;2416;25;282;311;41346327;5826273;38;16;4369
картон;белый,немелованный;15;1548600;0;7;82;95;3594766;343052;10;6;2318
картон;мелованный,цветной;14;1208300;0;4;70;67;1977771;236946;7;3;1132
ежедневник;недатированный,синий;16;871620;0;7;211;203;1576364;360429;6;3;1258
набор;клеевой;41;457655;1548;13;52;48;794078;64696;13;6;296
лист;копировальный;10;633097;0;2;107;88;1324905;575819;5;1;2507
серия;мелованный,однотонная;11;1087104;0;4;118;112;2916514;5097;1;1;13
год;2023;43;534296;4590;18;195;485;1523456;975102;16;8;4000
картон;двусторонний,цветной;25;465120;0;6;120;122;893929;423772;12;6;1569
бумага;офисный,цветной;40;455653;0;7;86;89;778040;230633;9;5;869
бумага;мелованный,цветной;28;272340;0;4;22;21;1106545;303875;18;2;1890
лист;школьный;11;640996;0;9;278;266;4671616;520583;3;2;1480
блок;белый;52;504165;840;14;736;845;205616;555509;22;11;1806
карта;настенный,физический;52;279668;5472;24;672;553;115385;388036;15;12;802
глобус;интерактивный;189;709152;43488;60;2446;2714;1720035;3117957;22;13;1311
карта;звёздный,настенный;19;290476;1152;14;471;584;30474;779872;3;3;1162
карта;животный,растительный;29;262332;2229;13;511;508;454326;346515;12;8;438
карта;животный;36;262332;16308;14;529;562;454807;568416;15;8;761
карта;интерактивный;130;110400;24766;52;538;655;454234;593351;29;17;933
глобус;-,политический,физико;146;552305;64524;66;1504;1671;1369482;2314816;15;9;1231
см;круглый,физический;19;141427;0;7;281;938;87524;128874;2;1;130
карта;географический;188;72842;23920;60;517;691;260821;679807;38;20;873
карта;политический;281;515452;10500;115;1175;1179;1078118;1333582;52;33;2319
см;круглый,политический;23;127194;1084;11;486;921;187844;294797;2;2;258
мир;настольный;10;39200;0;4;437;380;14956;205636;8;2;282
папка;глянцевый;11;57054584;0;3;184;237;81557796;7455892;6;3;40302
папка;вертикальный;18;51994574;0;8;215;216;87034687;5029773;7;5;19098
скоба;канцелярский;19;5642402;59823;12;272;297;14212827;4853653;8;3;16832
лента;клейкий,прозрачный;63;1670250;22620;34;800;305;1566360;1511460;37;17;5321
клей;моментальный;11;505170;0;3;76;144;6162;508424;9;3;3762
папка;зелёный;26;965952;532;12;275;1623;1703756;223196;12;6;792
цветной;цветной;14;31724700;0;4;230;354;31727589;3347;9;2;15
наконечник;перманентный;13;6299775;0;9;294;414;9005611;3745380;4;2;17282
ручка;гелевая,синий;177;39891621;22848;67;160;174;8908178;38691659;51;25;33091
ручка;чёрный,шариковый;104;9175925;2262;29;211;209;1581201;8794359;36;16;16627
маркёр;меловой;137;2575664;151398;21;95;95;3262099;174737;19;7;788
карандаш;трехгранные,цветной;115;1895960;11840;58;340;446;4365804;653588;35;25;2288
карандаш;металлический;37;2905300;1197;18;556;661;1261841;83984;15;9;230
ручка;новый;65;2548704;81216;34;772;834;433736;2833509;26;12;6783
маркёр;белый;103;3643476;10368;28;128;154;760998;294104;43;18;453
фломастер;конический;13;1030290;0;7;122;156;4818574;605293;4;3;3028
карандаш;простой,чернографитный,чёрный;12;647488;16666;11;83;1115;2762486;1630077;2;2;3607
разряд;детский,школьный;16;39190229;0;8;362;390;195252484;64846;2;2;195
счеты;-,абакус,японский;17;42204540;0;6;326;364;88343985;56092;2;2;191
счеты;ментальный;39;30665992;486;10;604;627;30671176;7635;17;6;14
набор;счётный;223;2468100;32994;75;316;358;6541659;2504271;73;34;9185
буква;гласный,согласный;17;1641120;880;13;232;259;8394441;304932;5;2;1289
веер;пластиковый;174;583490;6500;67;152;141;1289343;217492;23;10;938
палочка;пластиковый,счётный;25;584706;0;7;248;344;748913;29541;14;5;301
набор;гласный,согласный;10;539539;0;2;473;455;873224;84813;5;2;265
набор;малый;254;21038410;13200;41;364;432;819104;55818916;83;25;194253
ценникодержатель;настольный;51;1809000;0;7;733;873;140;3973510;4;3;19093
мм;малый;15;322715;0;7;716;1187;1644011;239550;8;3;999
ценник;большой;69;286325;25524;33;664;728;2645481;1131230;5;5;1594
карандаш;простой,трехгранный;15;28704330;429;11;336;341;28771662;214635;8;6;883
карандаш;чернографитные;210;44170590;101223;79;346;492;71969689;12737886;58;25;37835
линейка;справочный;29;7512936;615;15;153;224;7611743;50482;8;4;328
циркуль;металлический,пластиковый;16;2124720;0;6;308;243;2880668;435934;6;4;1952
линейка;пластиковый,прозрачный;29;1601804;1494;12;171;263;1352805;721416;7;4;2319
мм;механический;62;1271920;801;12;767;945;930076;860494;17;9;3349
линейка;чёрный;18;2711247;208;10;503;430;2452238;2023394;4;4;2757
карандаш;невероятный,цветной;14;680604;0;6;70;227;1880613;135151;1;1;539
карандаш;пластиковый,цветной;100;823878;34800;53;258;311;7192546;1716027;28;18;6989
набор;средний,чертёжный;13;673218;0;9;108;189;1832033;232115;5;5;1289
лампа;швейный;39;80040;7254;19;428;473;200759;232685;10;6;594
лампа;бактерицидный,кварцевый;40;207480;10604;16;1726;1760;485779;278458;17;9;120
код;белый,светодиодный;40;378898;17589;29;585;578;161931;767949;3;3;1421
черн;светодиодный;42;481896;61698;20;1637;983;1145651;2478105;4;3;2690
лампа;настольный,чёрный;34;1093814;6045;14;2608;2568;3787130;370192;16;7;623
замок;мебельный;135;1462122;10668;41;255;258;1106717;2049848;41;18;11412
направлять;мебельный;266;667986;15158;37;748;3047;365962;944168;30;15;1414
мм;мебельный;96;141780;2805;25;563;551;45392;611833;37;14;1795
стол;складный,туристический;27;35875644;0;7;4639;3364;37154753;63401;14;6;14
матрас;двуспальный,надувной;51;10000000;5038;14;2758;2327;10196532;323131;11;6;145
